,CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email
323,1430000067,300032,Hospital Psiquiátrico Román Alberca,Calle Lorca 58,968365800,300308,Murcia,30,Murcia,14,Región De Murcia,30120,96,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
324,1430000005,300026,Hospital General Universitario Reina Sofía,Avenida Intendente Jorge Palacios 1,968359000,300308,Murcia,30,Murcia,14,Región De Murcia,30003,346,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,luis.javega@carm.es
325,1430000051,300269,Hospital G. Universitario J.M. Morales Meseguer,Avenida Marques De  Los Vélez 0,968240601,300308,Murcia,30,Murcia,14,Región De Murcia,30008,394,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,luis.javega@carm.es
326,1430000047,300222,Hospital General Universitario Los Arcos Del Mar Menor,Paraje Torre Octavio S/N,968565000,300354,San Javier,30,Murcia,14,Región De Murcia,30739,255,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
327,1430000007,300339,Hospital De Cuidados Medios Villademar,Avenida Concejal Mariano Henarejos 13,968187346,300367,San Pedro del Pinatar,30,Murcia,14,Región De Murcia,30740,99,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,notificaciones@villademar.com
328,1430000059,300243,Hospital Virgen Del Castillo,Avenida De La Feria S/N,968719804,300434,Yecla,30,Murcia,14,Región De Murcia,30510,98,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,luis.javega@carm.es
329,1531000740,310142,Clínica Psicogeriatría Josefina Arregui,Calle Erburua S/N,948563850,310109,Altsasu/Alsasua,31,Navarra,15,C. Foral De Navarra,31800,21,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,administracion@josefinaarregui.com
330,1531000734,310109,Centro Hospitalario Benito Menni,Calle Mendinueta S/N,948452162,310500,Baztan,31,Navarra,15,C. Foral De Navarra,31700,158,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,mzabalza.mennipamplona@hospitalarias.es
331,250000085,500172,Unidad De Rehabilitación De Larga Estancia,Carretera Sos S/N,976675479,502301,Sádaba,50,Zaragoza,2,Aragón,50670,45,C14,Hospitales de salud mental y tratamiento de toxicomanías,22,Organizaciones No Gubernamentales,N,,,N,
332,250000070,500107,Centro Neuropsiquiátrico Nuestra Señora Del Carmen,Camino Abejar 100,976770635,502973,Zaragoza,50,Zaragoza,2,Aragón,50190,277,C14,Hospitales de salud mental y tratamiento de toxicomanías,22,Organizaciones No Gubernamentales,N,,,N,gerencia@neuronscarmen.org
333,250000067,500188,Unidad Rehabilitadora De Media Estancia Profesor Rey Ardid,Calle Camino Viejo De La Alfocea 10,976731000,502973,Zaragoza,50,Zaragoza,2,Aragón,50191,39,C14,Hospitales de salud mental y tratamiento de toxicomanías,22,Organizaciones No Gubernamentales,N,,,N,rjuslibol@reyardid.org
334,250000001,500114,Hospital San Juan De Dios,Paseo Colon 14,976271660,502973,Zaragoza,50,Zaragoza,2,Aragón,50006,188,C13,Hospitales de media y larga estancia,22,Organizaciones No Gubernamentales,N,,,N,hsjdzaragoza@ohsjd.es
335,250000087,500080,Hospital Maz,Avenida Academia General Militar 74,976748000,502973,Zaragoza,50,Zaragoza,2,Aragón,50015,81,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,maz@maz.es
336,250000091,500218,Hospital Viamed Montecanal,Calle Franz Schubert 2,876241818,502973,Zaragoza,50,Zaragoza,2,Aragón,50012,68,C11,Hospitales Generales,20,Privados,N,,,N,admi@viamedmontecanal.com
337,250005838,500223,Hospital Hernán Cortes Miraflores,Camino Torres (De Las) 51-53,976222981,502973,Zaragoza,50,Zaragoza,2,Aragón,50008,36,C11,Hospitales Generales,20,Privados,N,,,N,lccanalda@clinicahernancortes.com
338,250000086,500195,Hospital De Rehabilitación Psiquiátrica Prisma,Calle Torre Del Cerezo (San Juan De Mozarrifar) 17,976151152,502973,Zaragoza,50,Zaragoza,2,Aragón,50820,50,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,administracion@hospitalprisma.com
339,250000035,500093,"Clínica Montpellier, Grupo Ha,  S.A.U",Vía Hispanidad 37,976765300,502973,Zaragoza,50,Zaragoza,2,Aragón,50012,90,C11,Hospitales Generales,20,Privados,N,,,N,esther.vilella@grupohla.com
340,250000002,500129,Hospital Quironsalud Zaragoza,Paseo Mariano Renovales S/N,976720000,502973,Zaragoza,50,Zaragoza,2,Aragón,50006,104,C11,Hospitales Generales,20,Privados,N,,,N,quironza@clinicaquiron.es
341,250000072,500135,Clínica Nuestra Señora Del Pilar,Paseo Ruiseñores 20,976275700,502973,Zaragoza,50,Zaragoza,2,Aragón,50006,34,C11,Hospitales Generales,20,Privados,N,,,N,dirgestion@clinicansdelpilar.com
342,250004610,500140,Hospital General De La Defensa En Zaragoza,Calle Vía Ibérica 1-15 1-15,976567710,502973,Zaragoza,50,Zaragoza,2,Aragón,50009,200,C11,Hospitales Generales,7,Ministerio De Defensa,N,,,N,
343,250000068,500055,Hospital Royo Villanova,Avenida San Gregorio 30,976466910,502973,Zaragoza,50,Zaragoza,2,Aragón,50015,256,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,direccion.hrv@salud.aragon.es
344,250000034,500068,Centro De Rehabilitación Psicosocial Nuestra Señora Del Pilar,Calle Duquesa Villahermosa 66-68,976331500,502973,Zaragoza,50,Zaragoza,2,Aragón,50009,200,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,administracion.crp@aragon.es
345,250000083,500074,Hospital Nuestra Señora De Gracia,Calle Ramón Y  Cajal 60,976440022,502973,Zaragoza,50,Zaragoza,2,Aragón,50004,145,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
346,250000071,500016,Hospital Clínico Universitario Lozano Blesa,Calle San Juan Bosco 15,976765700,502973,Zaragoza,50,Zaragoza,2,Aragón,50009,808,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,comunicacion3@salud.aragon.es
347,250000069,500021,Hospital Universitario Miguel Servet,Paseo Isabel La Católica 1-3,976765500,502973,Zaragoza,50,Zaragoza,2,Aragón,50009,1198,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,sector2@salud.aragon.es
348,1851000001,510039,Hospital Universitario De Ceuta,Calle Loma Colmenar S/N,856907000,510013,Ceuta,51,Ceuta,18,Ceuta,51003,246,C11,Hospitales Generales,1,Instituto De Gestión Sanitaria-Ingesa,N,,,N,
349,1952000109,520018,Hospital Comarcal,Calle Remonta 2,952670000,520018,Melilla,52,Melilla,19,Melilla,52005,168,C11,Hospitales Generales,1,Instituto De Gestión Sanitaria-Ingesa,N,,,N,
350,1232000113,320150,Hospital Público De Verín,Carretera Laza (De) S/N,988413636,320855,Verín,32,Ourense,12,Galicia,32600,98,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
351,333003421,330117,Fundación Hospital De Avilés,Calle Cabruñana 19,627513515;985525744,330045,Avilés,33,Asturias,3,Ppdo. De Asturias,33400,90,C12,Hospitales especializados,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,gerencia@fhaviles.org
352,333002777,330100,Hospital Universitario San Agustín,Camino De Heros 6,985123000,330045,Avilés,33,Asturias,3,Ppdo. De Asturias,33401,436,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
353,333001050,330138,Hospital Carmen Y Severo Ochoa,Calle Sienra 11,985812346,330117,Cangas del Narcea,33,Asturias,3,Ppdo. De Asturias,33800,103,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
354,333004419,330143,Hospital De Jarrio,Carretera De Jarrío S/N,985639300,330181,Coaña,33,Asturias,3,Ppdo. De Asturias,33719,116,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencia.area1@sespa.es
355,333002776,330194,Hospital De Jove,Avenida Eduardo Castro S/N,985320050,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33290,233,C11,Hospitales Generales,20,Privados,N,,,N,gerente@hospitaldejove.com
356,333002781,330175,Hospital Covadonga,Calle General Suarez Valdés 40,985365122,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33204,24,C11,Hospitales Generales,20,Privados,N,,,N,gerente@hospitalcovadonga.com
357,333002775,330169,Hospital Cruz Roja Gijón,Calle Uría 37,985195000,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33202,120,C11,Hospitales Generales,20,Privados,N,,,N,
358,333003295,330365,Centro Terapéutico Vista Alegre,Calle Profesor Pérez Pimentel (La Guía - Somio) 518,985363435;985771677,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33203,28,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,info@grupoperezespinosa.com
359,333002581,330332,Clínica Psiquiátrica Somio,"Carretera La Providencia-Infanzón, 3518 3518",985133806,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33203,40,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,vanesa@clinicasomio.es
360,333002526,330208,Hospital  Begoña,Avenida Pablo Iglesias 92,985367711,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33204,41,C11,Hospitales Generales,20,Privados,N,,,N,severino.villarejo@hospitalbegona.com
361,333005233,330354,Hospital Gijón,Avenida De La Costa 45,985360612;985360613,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33201,32,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,direccion@hospitalgijon.es
362,333005968,330409,Centro De Tratamiento Integral Montevil,Calle Álava 67,985142483,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33210,21,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,saludmental.montevil@sespa.es
363,333002780,330156,Hospital Universitario De Cabueñes,Calle Los Prados 395,985185000,330241,Gijón,33,Asturias,3,Ppdo. De Asturias,33203,457,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
364,333000848,330254,Fundación Sanatorio Adaro,Calle Jove Y Canella 1,985692111,330313,Langreo,33,Asturias,3,Ppdo. De Asturias,33900,153,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,gerencia@sanatorioadaro.com
365,333001052,330241,Hospital Valle Del Nalón,Polígono De Riaño S/N,985652000,330313,Langreo,33,Asturias,3,Ppdo. De Asturias,33920,216,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
366,333000032,330321,Centro Salud Mental Pérez Espinosa,Calle Santa Rosa 6,985771677,330352,Llanera,33,Asturias,3,Ppdo. De Asturias,33690,35,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
367,333005582,330325,Hospital Vital Álvarez Buylla,Calle Vistalegre 2,985458500,330371,Mieres,33,Asturias,3,Ppdo. De Asturias,33619,176,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
368,333003415,330061,Centro Medico De Asturias,Avenida Richard Grandio S/N,985250300,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33193,105,C11,Hospitales Generales,20,Privados,N,,,N,
369,333002562,330077,Clínica Asturias,Calle Naranjo De Bulnes 4-6,985286000,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33012,46,C11,Hospitales Generales,20,Privados,N,,,N,direccionmedica@clinica-asturias.com
370,333002620,330096,Clínica San Rafael,"Calle La Estrecha, 33",985282526;985290284,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33011,36,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,
371,333000265,330376,Instituto Oftalmológico Fernández-Vega,Avenida Dres. Fernández Vega 34,985241508;985241512,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33012,13,C12,Hospitales especializados,20,Privados,N,,,N,instituto@fernandez-vega.com
372,333001472,330045,Hospital Monte Naranco,Avenida Doctores Fernández Vega S/N,985106900,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33012,194,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
373,333005595,330322,Cti De La Corredoria,Calle Molin Los Canales S/N,985292360,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33011,22,C190,Otros Centros con Internamiento,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
374,333005240,330292,Hospital Universitario Central De Asturias,Avenida De Roma S/N,985108000,330447,Oviedo,33,Asturias,3,Ppdo. De Asturias,33011,991,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
375,333002574,330306,Hospital Del Oriente De Asturias Francisco Grande Covián,Urbanización Castañera S/N,985840032,330450,Parres,33,Asturias,3,Ppdo. De Asturias,33540,90,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
376,333002321,330313,Hospital De Luarca,Calle Villar  S/N,985470707;985470727,330349,Valdés,33,Asturias,3,Ppdo. De Asturias,33700,19,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
377,734000721,340035,Hospital Psiquiátrico San Luis,"Carretera De Burgos,  S/N",979165324,341202,Palencia,34,Palencia,7,Castilla Y León,34004,206,C14,Hospitales de salud mental y tratamiento de toxicomanías,22,Organizaciones No Gubernamentales,N,,,N,ch.palencia@hospitalarias.es
378,734000722,340040,Área Psiquiátrica Del Centro Asistencial San Juan De Dios,Paseo Padre Faustino Calvo 46,979742300,341202,Palencia,34,Palencia,7,Castilla Y León,34005,97,C14,Hospitales de salud mental y tratamiento de toxicomanías,22,Organizaciones No Gubernamentales,N,,,N,sjdpalencia.hospital@sjd.es
379,734000720,340053,Hospital Recoletas De Palencia,Avenida Simón Nieto 31-34,979747700,341202,Palencia,34,Palencia,7,Castilla Y León,34005,22,C11,Hospitales Generales,20,Privados,N,,,N,admision.hrp@gruporecoletas.com
380,734000719,340029,Hospital San Telmo (Complejo Asistencial Universitario De Palencia),Avenida San Telmo S/N,979167000,341202,Palencia,34,Palencia,7,Castilla Y León,34004,119,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,340063.0,Complejo Asistencial Universitario De Palencia,N,gerente.hrcr@saludcastillayleon.es
381,734000718,340014,Hospital Rio Carrión (Complejo Asistencial Universitario De Palencia),Avenida Donantes De Sangre Sn S/N,979167000,341202,Palencia,34,Palencia,7,Castilla Y León,34005,376,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,340063.0,Complejo Asistencial Universitario De Palencia,N,gerente.hrcr@saludcastillayleon.es
382,535003934,350249,Hospital Insular De Lanzarote,Calle Juan De Quesada S/N,928810000,350043,Arrecife,35,Las Palmas,5,Canarias,35500,80,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencialz.scs@gobiernodecanarias.org
383,535002243,350228,Hospital Doctor José Molina Orosa,Calle Carretera Arrecife- Tinajo Km 1300 0,928 595 102;928 595 103;928595000,350043,Arrecife,35,Las Palmas,5,Canarias,35500,252,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencialz.scs@gobiernodecanarias.ort
384,535000324,350120,Vithas Hospital Santa Catalina,Calle León Y Castillo 292,928297151,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35005,157,C11,Hospitales Generales,20,Privados,N,,,N,leisgp@vithas.es
385,535001314,350173,Hospital Universitario San Roque Las Palmas,Calle Dolores De La Rocha 5,928404040,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35001,162,C11,Hospitales Generales,20,Privados,N,,,N,
386,535000320,350154,Hospital La Paloma,Calle Maestro Valle 20,928234466,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35005,108,C11,Hospitales Generales,20,Privados,N,,,N,info@hospitallapaloma.com
387,535000315,350167,Clínica Cajal,Calle Senador Castillo Olivares 15,928369166,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35003,136,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicacajal.es
388,535001550,350192,Clínica Bandama,Calle Santa Teresa 9,928350050;928350054,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35017,64,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,bandama@clinicabandama.com
389,535000323,350115,Hospital San José,Calle Padre Cueto 26,928263708,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35008,66,C11,Hospitales Generales,20,Privados,N,,,N,ifernandez@hospitalsanjose.
390,535000321,350206,Hospital Perpetuo Socorro,Calle León Y Castillo 407,928499900,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35007,185,C11,Hospitales Generales,20,Privados,N,,,N,info@hpshospitales.es
391,535003845,350069,Hospital Universitario De Salud Mental Juan Carlos I,Calle Real Del Castillo 152,928302734,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35014,119,C14,Hospitales de salud mental y tratamiento de toxicomanías,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,S,350332.0,Complejo Hospitalario Universitario De Gran Canaria Dr. Negrín,N,
392,535001830,350311,Hospital Universitario De Gran Canaria Dr. Negrín,Plaza Barranco De La Ballena S/N,928450000,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35012,652,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,350332.0,Complejo Hospitalario Universitario De Gran Canaria Dr. Negrín,N,hospitaldrnegrin@gobiernodecanarias.org
393,535001838,350290,Complejo Hospitalario Universitario Insular Materno Infantil,Calle Autovía Del Sur S/N,928444000,350167,"Palmas de Gran Canaria, Las",35,Las Palmas,5,Canarias,35016,916,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerenchuimi.scs@gobiernodecanarias.org
394,535001524,350389,Hospital Parque Fuerteventura,Calle León Y Castillo 0,928851500,350173,Puerto del Rosario,35,Las Palmas,5,Canarias,35600,12,C190,Otros Centros con Internamiento,20,Privados,N,,,N,gerenciafuerteventura@parquehospitales.es
395,535001908,350252,Hospital General De Fuerteventura,Calle Carretera Aeropuerto KM 1,928862000,350173,Puerto del Rosario,35,Las Palmas,5,Canarias,35600,131,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerenciafue.scs@gobiernodecanarias.org
396,535000322,350304,Hospiten Clínica Roca San Agustín,Calle Buganvilla 1,928769004,350192,San Bartolomé de Tirajana,35,Las Palmas,5,Canarias,35100,81,C11,Hospitales Generales,20,Privados,N,,,N,roca@hospiten.com
